Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,CU_1st_sem_credited,CU_1st_sem_enrolled,CU_1st_sem_evaluations,CU_1st_sem_approved,CU_1st_sem_grade,CU_1st_sem_without_evaluations,CU_2nd_sem_credited,CU_2nd_sem_enrolled,CU_2nd_sem_evaluations,CU_2nd_sem_approved,CU_2nd_sem_grade,CU_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP_growth_rate,Parental_education_level,Marital_status_category,Target
2,10,5,17,1,4.0,1,10,21,2.0,10.0,1,0,0,1,1,0,19,0,1,7,7,4,10.34,0,0,8,6,6,11.68,2,10.44,-0.8,0.5,15,Married,Not Dropout
1,12,4,10,1,2.0,1,26,17,,4.0,1,0,1,1,0,0,26,0,0,6,3,4,10.57,0,1,3,5,2,10.77,1,9.5,2.5,1.28,21,Single,Not Dropout
5,10,2,7,1,16.0,1,13,22,4.0,4.0,0,0,1,1,1,0,21,0,1,8,8,3,11.89,0,1,9,10,6,10.74,2,9.57,1.97,0.43,17,Other,Not Dropout
1,17,1,17,1,14.0,1,9,23,15.0,,0,1,0,0,0,1,17,0,0,6,5,3,10.39,0,0,8,5,4,9.24,1,10.99,-0.07,-0.22,16,Single,Not Dropout
1,11,5,17,1,15.0,2,7,1,15.0,12.0,0,0,0,1,1,1,21,0,1,7,7,6,9.01,1,1,6,6,3,13.49,0,7.85,2.57,-1.91,4,Single,Not Dropout
5,9,3,3,1,3.0,1,8,11,3.0,16.0,1,0,1,1,1,1,26,0,1,7,5,1,2.35,0,0,7,6,0,0.03,1,9.43,-0.23,1.47,9,Other,Dropout
1,1,5,11,1,13.0,1,17,27,8.0,19.0,1,0,0,1,0,1,24,0,1,6,9,6,14.91,0,0,6,3,5,13.92,0,14.33,0.64,-2.13,22,Single,Not Dropout
1,10,2,11,1,10.0,1,7,10,14.0,13.0,1,0,0,1,0,0,17,0,1,6,8,2,9.76,0,0,6,7,2,2.82,1,8.69,0.87,0.98,8,Single,Dropout
1,3,0,13,1,5.0,1,11,24,1.0,19.0,1,0,0,1,1,1,29,0,0,8,7,7,17.63,2,0,8,8,8,17.99,0,11.28,-0.43,-4.22,17,Single,Not Dropout
1,13,5,17,1,11.0,1,21,16,2.0,19.0,1,0,0,1,0,1,22,0,0,9,9,3,10.31,0,0,8,8,5,6.37,0,12.21,1.13,-1.62,18,Single,Not Dropout
1,3,1,5,1,16.0,1,26,8,13.0,12.0,1,0,0,1,1,0,25,0,1,10,9,3,6.32,0,1,9,10,5,6.21,0,14.17,-0.46,0.14,17,Single,Dropout
1,16,5,17,1,8.0,1,20,11,11.0,8.0,0,0,0,1,0,0,29,0,0,7,9,5,9.77,0,0,10,7,6,14.75,0,8.12,0.54,-0.21,15,Single,Not Dropout
1,6,4,11,1,1.0,1,16,15,14.0,17.0,0,0,0,1,0,0,22,0,0,7,6,3,13.99,0,0,7,6,4,9.89,0,9.28,3.07,1.55,15,Single,Not Dropout
2,8,1,2,1,14.0,1,21,4,9.0,13.0,1,0,0,1,0,0,17,0,0,7,6,5,,0,0,4,5,3,10.03,0,11.33,2.32,-3.9,12,Married,Not Dropout
1,3,4,9,1,4.0,1,12,9,18.0,16.0,1,0,0,1,0,0,34,0,0,5,6,3,15.08,0,1,4,6,3,9.75,0,14.03,2.12,-1.64,10,Single,Not Dropout
1,4,0,3,1,3.0,1,8,20,3.0,5.0,0,0,0,1,0,1,17,0,0,8,7,3,12.35,0,1,7,11,4,8.04,0,13.16,2.61,-2.19,14,Single,Not Dropout
1,16,2,17,0,10.0,1,22,27,3.0,19.0,0,0,0,1,1,0,21,0,0,6,10,4,11.53,0,1,8,9,4,8.47,0,15.69,3.28,2.21,24,Single,Not Dropout
1,5,2,13,1,,1,4,28,13.0,9.0,1,0,1,1,0,0,31,0,2,7,7,6,13.59,0,0,9,11,5,12.71,0,9.84,-1.0,-1.85,16,Single,Not Dropout
1,9,3,16,0,13.0,1,27,12,17.0,17.0,0,0,0,1,1,0,19,0,0,4,6,2,7.42,0,1,4,5,2,7.99,0,9.55,1.62,-0.41,19,Single,Not Dropout
3,17,3,11,1,14.0,1,13,24,1.0,8.0,1,0,1,1,1,1,19,0,0,7,10,2,9.76,0,0,6,9,3,12.67,1,9.75,-0.18,0.4,18,Other,Not Dropout
3,11,3,7,1,15.0,1,24,12,14.0,18.0,0,0,0,1,0,0,22,0,0,9,7,5,2.33,0,0,9,8,1,,0,9.7,0.22,-1.24,18,Other,Dropout
1,1,2,8,1,3.0,1,3,24,19.0,,0,0,0,1,1,0,22,0,0,5,5,2,10.98,0,0,4,4,3,12.08,1,9.15,-0.54,1.09,13,Single,Not Dropout
1,7,4,17,1,5.0,1,15,27,11.0,5.0,1,0,0,1,1,1,18,0,1,6,5,2,11.3,0,1,6,7,4,11.76,0,12.58,4.0,-1.28,21,Single,Not Dropout
1,7,0,3,0,12.0,1,13,13,16.0,3.0,1,0,0,1,1,0,19,0,1,5,8,2,10.71,0,0,6,7,2,11.67,0,7.03,-1.0,-3.78,13,Single,Not Dropout
1,5,4,16,1,7.0,1,11,18,5.0,4.0,0,0,0,0,0,1,29,0,0,5,6,4,16.49,1,0,4,3,4,16.43,0,14.65,1.44,-2.06,14,Single,Not Dropout
1,5,0,8,0,12.0,1,15,26,16.0,8.0,0,0,0,1,1,1,20,0,0,9,12,5,12.38,1,0,9,7,9,18.53,0,11.09,3.59,-3.89,20,Single,Not Dropout
1,9,0,11,1,8.0,1,20,4,9.0,1.0,0,0,1,1,0,0,26,0,0,7,11,3,14.24,0,0,8,7,5,12.93,1,12.54,1.1,0.3,12,Single,Not Dropout
1,7,4,12,1,8.0,1,28,8,6.0,11.0,1,0,0,0,1,0,18,0,0,5,9,3,16.3,0,0,6,6,4,12.98,0,7.94,-1.0,-0.27,18,Single,Not Dropout
1,6,0,2,1,1.0,1,24,19,4.0,13.0,0,0,0,1,0,0,31,0,0,5,4,2,10.06,0,0,3,5,2,9.82,0,9.42,4.0,-0.58,21,Single,Not Dropout
1,8,4,3,1,10.0,1,7,6,17.0,15.0,0,0,0,1,1,0,29,0,0,3,2,2,9.69,0,0,3,0,2,10.59,0,9.92,4.0,1.08,6,Single,Not Dropout
1,6,0,3,1,14.0,1,29,24,14.0,18.0,0,0,0,1,0,0,22,0,0,5,4,3,9.87,0,0,1,7,0,10.41,1,10.16,-0.26,1.22,26,Single,Not Dropout
1,4,0,14,0,14.0,1,15,8,15.0,16.0,1,0,1,1,0,1,27,0,0,4,7,3,11.92,0,0,4,3,2,,2,10.08,2.74,-2.11,11,Single,Not Dropout
1,8,5,2,1,6.0,1,14,10,14.0,19.0,1,0,0,1,0,1,32,0,0,4,7,2,10.63,2,0,5,3,3,10.8,0,,1.68,0.66,12,Single,Not Dropout
1,17,1,11,0,11.0,1,1,24,5.0,12.0,0,0,0,1,0,0,17,0,0,6,8,4,13.03,1,0,7,5,4,12.37,2,10.02,-0.73,-2.25,12,Single,Not Dropout
1,9,5,2,0,4.0,1,20,16,4.0,17.0,1,0,0,1,1,1,17,0,0,4,6,2,12.44,0,0,4,5,2,10.29,0,13.22,2.67,-3.39,18,Single,Not Dropout
1,11,2,14,1,11.0,1,26,23,13.0,15.0,1,0,0,1,1,0,25,0,1,6,6,5,10.8,0,0,6,5,4,10.96,0,13.57,0.48,2.46,24,Single,Not Dropout
1,17,4,17,1,7.0,1,9,19,5.0,,1,0,0,1,0,0,17,0,1,7,8,6,13.1,1,0,8,9,6,16.07,0,16.07,1.32,-0.29,14,Single,Not Dropout
1,11,5,8,1,15.0,1,26,15,13.0,8.0,0,0,0,1,0,0,17,0,0,7,9,3,6.27,0,2,6,6,2,11.08,0,,2.2,1.05,20,Single,Not Dropout
1,4,0,4,1,,1,3,15,18.0,10.0,0,0,0,1,0,0,17,0,0,7,8,3,12.33,1,1,6,7,3,12.45,0,10.99,1.94,-2.55,9,Single,Not Dropout
2,7,1,8,0,2.0,1,29,24,15.0,,0,0,0,1,1,1,24,0,0,2,2,1,10.61,0,1,2,3,1,11.63,2,11.78,2.01,0.74,26,Married,Not Dropout
3,9,3,12,0,14.0,9,8,29,9.0,9.0,0,0,0,1,0,1,17,0,0,5,9,2,7.35,0,0,6,8,2,9.85,0,12.61,-0.42,-0.51,18,Other,Not Dropout
1,9,5,13,0,12.0,1,14,1,18.0,12.0,0,0,0,1,1,0,21,0,0,9,8,7,17.53,0,0,10,14,8,16.12,0,,-1.0,-0.14,7,Single,Not Dropout
1,3,1,11,1,4.0,1,1,15,11.0,13.0,1,0,0,0,1,0,17,0,1,10,10,4,8.51,0,0,11,11,7,5.89,1,13.7,0.16,3.41,8,Single,Dropout
1,2,1,10,1,5.0,1,27,23,9.0,4.0,1,0,1,1,0,0,26,0,1,8,12,6,18.27,1,2,8,7,7,14.19,1,13.37,2.44,-3.95,25,Single,Not Dropout
4,6,2,11,1,3.0,1,15,19,19.0,1.0,0,0,0,1,0,0,26,0,0,6,9,1,7.88,0,0,6,9,2,6.47,0,7.15,-0.51,1.16,17,Other,Dropout
1,16,1,4,0,5.0,1,29,15,7.0,14.0,0,0,0,1,1,0,22,0,0,5,3,1,5.51,0,0,5,7,1,6.87,0,16.43,1.04,2.44,22,Single,Dropout
3,13,1,4,1,16.0,1,11,24,4.0,16.0,0,0,0,1,0,0,30,0,1,9,6,5,8.12,1,0,7,8,4,11.88,0,12.28,1.59,1.04,17,Other,Not Dropout
1,15,0,16,1,15.0,1,2,14,3.0,12.0,1,0,0,1,1,0,28,0,0,6,5,5,12.0,0,0,6,7,2,14.34,0,9.16,1.06,2.21,8,Single,Not Dropout
1,3,4,10,1,9.0,1,20,4,12.0,13.0,0,0,0,1,0,0,18,0,0,6,7,3,13.87,0,0,6,6,4,13.72,0,9.0,3.07,-1.68,12,Single,Not Dropout
1,8,4,15,1,6.0,1,5,8,10.0,2.0,1,0,0,1,1,0,18,0,1,8,9,6,12.9,0,0,9,13,7,16.97,2,12.11,0.43,-0.07,6,Single,Not Dropout
1,10,0,11,1,6.0,1,18,2,15.0,4.0,1,0,0,1,1,0,28,0,0,1,2,0,7.55,0,0,0,3,0,7.79,0,9.39,1.01,1.77,10,Single,Dropout
1,8,3,8,1,16.0,1,2,21,3.0,15.0,1,0,0,1,0,1,27,0,0,6,8,4,12.62,0,0,5,6,4,13.48,1,9.14,1.54,-1.25,11,Single,Not Dropout
1,8,3,10,0,,1,5,29,7.0,,1,0,0,1,1,0,21,0,0,4,5,1,5.0,0,1,2,2,0,4.59,0,10.47,1.42,-3.08,17,Single,Dropout
1,7,3,12,1,13.0,1,19,12,3.0,4.0,1,1,0,1,0,0,17,0,0,7,10,1,8.53,1,0,7,4,3,7.78,0,12.82,-0.93,4.0,15,Single,Dropout
2,1,5,4,1,,1,20,22,6.0,12.0,0,0,0,1,0,0,29,0,0,9,12,5,10.46,1,0,10,13,5,11.31,0,10.63,3.24,1.39,21,Married,Not Dropout
1,15,3,8,1,14.0,1,5,29,19.0,1.0,1,0,1,1,1,1,23,0,0,7,4,3,7.75,0,0,7,8,1,12.35,0,9.33,2.63,1.57,17,Single,Dropout
1,16,4,13,1,12.0,1,6,12,18.0,15.0,0,0,0,1,0,0,23,0,1,10,11,6,10.51,3,0,12,15,10,12.17,1,15.55,-0.04,0.06,9,Single,Not Dropout
1,2,0,2,1,15.0,1,25,26,10.0,1.0,1,0,0,1,0,0,17,0,0,7,8,3,10.04,0,0,8,6,2,7.75,0,12.8,1.97,1.26,25,Single,Not Dropout
2,8,0,2,1,4.0,1,1,1,2.0,16.0,1,0,0,1,1,1,26,0,0,9,11,5,15.8,1,1,8,9,6,15.44,0,9.28,0.67,-1.01,1,Married,Not Dropout
1,9,3,3,1,16.0,1,7,20,19.0,5.0,1,0,0,1,1,0,23,0,1,3,4,3,13.39,1,0,4,5,3,13.26,0,12.07,2.42,0.24,13,Single,Not Dropout
2,14,5,11,1,,1,29,5,3.0,5.0,1,0,0,1,1,1,20,0,1,7,5,2,7.4,0,1,9,6,4,10.78,0,11.88,3.3,0.39,17,Married,Not Dropout
1,17,2,5,1,1.0,1,16,23,2.0,,1,0,0,1,0,1,18,0,0,4,6,2,11.17,0,0,5,3,3,12.11,0,11.5,-1.0,0.85,19,Single,Not Dropout
1,8,3,8,1,4.0,1,1,1,8.0,16.0,1,0,0,0,0,0,24,0,2,7,9,4,12.85,1,1,6,8,2,13.73,0,11.62,3.72,-0.84,1,Single,Dropout
1,13,1,3,1,10.0,1,26,25,18.0,7.0,1,0,1,1,0,0,26,1,1,6,3,4,15.93,0,1,5,11,4,16.37,0,11.09,3.52,-0.59,25,Single,Not Dropout
1,16,2,5,1,4.0,1,10,12,16.0,4.0,1,0,0,1,0,0,21,0,0,6,10,2,6.82,0,0,6,10,1,10.34,1,12.71,-0.15,1.42,11,Single,Dropout
1,15,4,1,1,11.0,1,21,7,,3.0,0,0,0,1,0,1,26,0,1,6,9,0,1.7,0,0,6,3,1,0.9,0,11.45,-1.0,0.69,14,Single,Dropout
1,5,3,14,1,2.0,1,19,17,9.0,8.0,1,0,0,1,0,0,17,0,1,8,7,4,10.55,1,0,9,10,5,11.68,1,12.05,1.26,1.85,18,Single,Not Dropout
1,14,0,8,1,12.0,1,11,29,2.0,12.0,1,0,0,1,0,1,19,0,1,7,6,2,5.55,2,0,7,7,2,9.2,0,12.68,1.68,-2.48,20,Single,Not Dropout
4,8,5,3,1,4.0,1,11,5,6.0,10.0,1,0,0,1,0,1,27,0,1,7,8,3,3.86,0,1,8,10,2,6.21,0,11.39,-0.21,1.36,8,Other,Dropout
4,1,5,9,1,9.0,1,16,9,13.0,18.0,1,0,0,1,0,0,21,0,0,6,7,3,11.22,0,0,7,8,3,10.61,0,13.43,-0.03,-2.03,12,Other,Not Dropout
2,13,2,16,1,2.0,1,12,19,8.0,16.0,0,0,0,1,0,0,33,0,0,8,10,1,9.76,0,0,6,6,1,2.45,1,14.98,2.13,3.01,15,Married,Dropout
1,15,2,15,1,16.0,1,6,3,19.0,5.0,1,0,1,1,0,0,25,0,0,6,8,4,13.92,0,0,6,9,4,13.33,0,10.85,1.19,0.14,4,Single,Not Dropout
1,6,3,16,1,7.0,1,21,28,9.0,18.0,0,0,0,1,0,0,17,0,0,4,6,2,7.76,0,0,5,6,1,6.07,0,10.14,0.17,-0.09,24,Single,Dropout
2,8,4,7,1,10.0,12,20,16,17.0,9.0,0,0,0,1,0,0,17,0,0,8,7,8,17.11,0,0,8,9,8,20.0,1,8.01,2.25,0.41,18,Married,Not Dropout
1,7,2,7,1,8.0,1,18,29,14.0,1.0,1,0,0,1,1,0,28,0,0,6,7,4,10.46,0,0,6,7,5,15.01,0,13.35,1.3,0.8,23,Single,Not Dropout
1,2,0,6,1,10.0,1,22,13,10.0,17.0,0,0,0,1,0,0,19,0,1,7,9,2,8.38,0,0,7,8,1,9.09,0,11.14,3.99,1.94,17,Single,Not Dropout
2,17,0,6,1,8.0,1,16,25,17.0,15.0,0,0,0,1,0,1,29,0,1,8,9,3,11.36,0,0,7,8,3,7.16,1,8.55,4.0,2.58,20,Married,Not Dropout
1,1,4,16,1,2.0,1,27,10,17.0,7.0,0,0,0,1,0,1,20,0,1,4,6,3,8.96,2,0,6,10,2,9.05,0,10.15,1.57,-3.59,18,Single,Not Dropout
1,10,4,3,1,14.0,1,26,13,7.0,17.0,0,0,1,1,1,0,24,0,0,5,8,3,14.74,1,1,4,7,3,12.0,0,12.7,1.03,-0.48,19,Single,Not Dropout
5,1,4,15,0,11.0,1,29,11,6.0,18.0,1,0,1,1,0,0,21,0,0,4,3,1,10.06,0,0,3,6,1,9.64,0,,1.29,-0.98,20,Other,Dropout
1,12,0,16,1,5.0,1,4,16,14.0,19.0,1,0,0,1,1,0,25,0,0,6,7,3,6.36,2,1,7,4,1,8.98,0,12.97,0.24,-1.46,10,Single,Dropout
1,16,1,15,1,2.0,1,3,7,,18.0,1,0,0,1,0,1,27,0,0,8,8,2,,0,0,7,9,2,6.37,0,,1.82,-2.67,5,Single,Dropout
1,11,2,11,1,15.0,1,14,15,14.0,6.0,0,0,0,1,0,0,23,0,1,6,6,3,8.25,1,0,6,5,4,11.45,0,13.43,-0.04,0.1,14,Single,Not Dropout
1,11,1,15,1,6.0,1,21,25,9.0,11.0,1,0,1,1,1,0,27,0,1,9,7,3,9.38,1,2,10,11,2,8.2,0,11.82,1.53,-2.6,23,Single,Dropout
1,15,2,1,1,15.0,1,7,5,15.0,4.0,1,1,0,1,0,1,17,0,1,7,9,3,10.86,2,0,8,11,5,11.23,0,12.08,0.21,2.01,6,Single,Not Dropout
2,17,3,14,1,13.0,1,4,23,3.0,13.0,0,0,0,1,0,0,25,0,0,5,12,0,5.55,0,0,2,1,0,2.75,1,9.49,0.09,-1.54,13,Married,Dropout
2,15,1,9,1,16.0,1,2,25,11.0,10.0,1,0,0,1,0,0,23,0,0,5,7,4,12.15,0,1,5,6,4,11.98,0,14.35,0.52,0.84,13,Married,Not Dropout
1,4,0,17,0,11.0,1,17,2,11.0,17.0,1,0,0,1,0,1,21,0,0,9,15,5,9.5,0,1,9,9,2,7.65,0,13.31,0.55,-1.64,9,Single,Not Dropout
1,10,2,2,0,3.0,1,29,20,1.0,18.0,1,0,0,1,0,0,17,0,1,8,12,2,2.0,0,1,8,11,2,7.15,0,10.58,1.7,-1.74,24,Single,Dropout
2,14,4,16,1,1.0,1,14,15,10.0,7.0,0,0,0,1,0,0,17,0,1,6,5,4,12.62,0,2,7,8,3,12.67,1,14.42,1.77,-0.82,14,Married,Not Dropout
1,6,3,10,0,4.0,1,22,19,13.0,6.0,1,0,0,1,1,1,24,0,0,7,9,5,13.41,0,1,9,9,5,13.04,0,8.27,1.25,-2.03,20,Single,Not Dropout
1,12,1,2,0,8.0,1,2,9,8.0,1.0,1,0,0,1,1,1,25,0,3,5,8,2,10.43,0,0,5,6,3,8.88,0,9.5,1.54,2.29,5,Single,Not Dropout
1,1,1,9,1,10.0,1,7,7,12.0,,0,0,0,1,0,1,25,0,0,2,4,1,11.72,1,0,1,3,1,12.54,1,8.39,1.9,0.66,7,Single,Not Dropout
1,15,3,1,1,15.0,1,20,9,7.0,8.0,1,0,0,1,0,1,23,0,0,6,6,2,7.05,0,0,6,10,2,6.87,0,10.5,0.02,1.57,14,Single,Dropout
1,11,1,2,1,3.0,1,12,5,12.0,19.0,1,0,0,0,1,0,17,0,1,4,5,0,4.3,1,0,5,7,0,2.17,0,9.66,1.35,-0.71,8,Single,Dropout
1,13,5,10,1,11.0,1,1,12,5.0,16.0,0,0,0,1,0,1,17,0,0,6,10,4,8.41,0,3,6,8,4,9.6,0,,0.85,2.24,6,Single,Not Dropout
1,15,5,14,1,2.0,1,7,26,6.0,9.0,1,0,0,0,1,1,17,0,1,4,2,1,7.16,1,0,5,8,2,7.95,0,11.88,0.18,1.18,16,Single,Dropout
1,4,0,2,1,8.0,1,24,23,2.0,11.0,1,0,1,1,1,0,24,0,1,6,9,2,5.11,1,1,5,6,3,6.88,0,10.83,2.49,-1.83,23,Single,Dropout
1,8,5,5,1,2.0,1,20,6,2.0,12.0,0,0,1,1,0,0,34,0,0,5,8,4,11.06,0,1,4,3,3,15.32,1,12.66,3.85,0.3,13,Single,Not Dropout
1,15,0,7,1,6.0,1,24,17,3.0,18.0,0,0,1,1,0,0,22,0,0,6,4,4,11.05,1,0,6,7,4,10.27,0,13.59,2.85,1.58,20,Single,Not Dropout
1,3,2,10,1,10.0,1,11,3,4.0,19.0,1,0,1,1,0,0,18,0,0,8,8,6,15.14,0,1,9,12,8,15.04,0,14.93,2.4,-0.98,7,Single,Not Dropout
1,14,4,1,1,12.0,1,27,2,14.0,8.0,0,0,0,1,0,0,23,0,1,7,7,5,12.31,0,0,9,10,8,11.72,0,11.34,1.68,1.51,14,Single,Not Dropout
1,5,1,11,0,13.0,16,27,19,5.0,7.0,0,0,0,1,0,0,22,0,1,4,7,3,13.77,1,1,5,4,3,14.54,0,11.53,1.54,-3.02,23,Single,Not Dropout
1,10,1,9,0,9.0,1,11,9,7.0,14.0,0,0,0,1,1,0,17,0,0,3,4,2,9.15,0,0,3,5,2,8.5,1,8.9,1.7,-0.28,10,Single,Dropout
1,9,0,17,1,5.0,1,7,21,4.0,6.0,0,0,0,1,0,0,25,0,0,4,4,0,,1,0,3,8,0,7.34,1,12.05,1.85,-0.85,14,Single,Dropout
1,12,4,6,1,15.0,1,28,5,9.0,3.0,0,0,0,1,0,0,22,0,0,8,9,7,16.9,0,2,9,10,9,17.62,0,12.23,2.82,3.05,16,Single,Not Dropout
4,15,0,9,1,15.0,1,11,4,5.0,6.0,1,0,0,1,1,0,22,0,0,10,12,6,11.75,1,0,9,8,5,13.28,0,10.1,0.84,-1.9,7,Other,Not Dropout
1,6,2,2,1,16.0,1,15,21,7.0,7.0,1,0,0,1,1,0,35,0,0,5,6,5,14.16,0,0,6,9,6,16.6,0,11.68,1.39,0.18,18,Single,Not Dropout
2,3,2,16,0,13.0,1,28,6,2.0,12.0,1,0,0,1,0,1,22,0,0,4,8,1,8.34,0,0,4,7,2,7.43,0,10.95,2.77,2.93,17,Married,Dropout
5,8,5,15,1,13.0,1,8,2,10.0,14.0,1,0,1,1,0,0,34,0,0,9,10,6,15.78,1,0,9,11,9,13.21,1,12.5,0.34,0.54,5,Other,Not Dropout
1,11,5,7,1,2.0,1,26,23,6.0,4.0,0,0,0,1,1,0,18,0,3,6,8,4,13.93,0,2,8,9,4,12.12,1,10.99,0.5,-1.76,24,Single,Not Dropout
1,13,4,8,1,10.0,1,5,21,13.0,1.0,1,0,0,0,0,0,17,0,0,6,5,4,14.9,0,0,6,7,6,12.81,0,12.08,0.44,1.58,13,Single,Not Dropout
2,13,4,15,1,7.0,19,9,27,,4.0,1,0,1,1,0,0,18,0,0,7,9,5,12.11,2,0,7,11,4,,0,10.15,0.7,3.93,18,Married,Not Dropout
1,6,3,6,1,5.0,1,12,18,10.0,18.0,1,0,0,1,1,0,30,0,0,5,5,3,8.53,0,1,5,7,3,10.93,0,13.54,2.59,0.18,15,Single,Not Dropout
1,16,2,5,1,2.0,1,15,14,10.0,5.0,0,0,0,1,1,0,18,0,0,5,5,2,9.75,0,0,4,5,2,11.64,0,12.8,3.9,3.46,14,Single,Not Dropout
1,2,0,5,1,4.0,1,8,20,16.0,11.0,0,0,1,1,0,0,17,0,0,6,10,2,6.73,0,0,6,8,4,8.75,0,14.34,0.17,1.22,14,Single,Not Dropout
1,2,5,13,1,15.0,1,26,23,7.0,11.0,1,0,0,1,0,0,25,0,0,6,6,6,15.32,2,0,6,7,4,,0,11.83,-0.82,4.0,24,Single,Not Dropout
1,1,2,4,1,15.0,1,20,19,3.0,6.0,0,0,0,1,1,0,21,0,1,3,3,1,,0,0,2,3,1,6.79,0,11.37,0.43,1.19,19,Single,Dropout
6,16,2,2,1,12.0,1,20,10,14.0,17.0,1,0,0,1,0,0,26,0,0,5,3,1,12.49,0,0,8,9,2,7.45,0,7.86,1.33,4.0,15,Other,Dropout
4,4,0,3,1,2.0,1,22,26,13.0,2.0,0,0,0,1,0,1,19,0,0,6,5,3,10.29,1,1,6,8,2,14.45,1,13.76,0.66,-0.8,24,Other,Not Dropout
1,11,1,17,1,11.0,1,19,21,9.0,11.0,0,0,0,1,0,0,17,0,0,5,3,2,13.06,0,0,4,5,2,13.55,0,11.72,1.78,0.4,20,Single,Not Dropout
1,14,3,15,1,3.0,1,19,26,8.0,8.0,1,0,0,0,0,0,33,0,0,7,10,4,11.75,0,0,5,6,3,10.79,0,10.89,1.04,-2.02,22,Single,Not Dropout
1,14,2,17,1,11.0,1,20,17,1.0,15.0,0,0,0,1,1,1,18,0,0,5,7,3,,1,1,4,5,2,8.72,0,13.64,2.55,1.68,18,Single,Not Dropout
3,17,3,5,1,1.0,1,21,14,11.0,4.0,1,0,0,1,1,0,18,1,0,10,13,7,13.3,0,0,11,14,9,14.35,0,13.49,1.76,0.51,17,Other,Not Dropout
1,1,1,8,1,5.0,1,27,25,11.0,19.0,1,0,1,1,0,0,26,0,1,6,8,3,12.82,0,0,4,8,3,13.94,0,10.52,-1.0,1.5,26,Single,Not Dropout
3,7,0,9,1,2.0,1,6,18,10.0,16.0,1,0,0,1,0,1,17,0,1,6,5,4,10.76,1,0,5,5,2,10.29,2,12.39,-0.36,1.2,12,Other,Not Dropout
2,9,5,9,1,15.0,1,15,23,6.0,15.0,1,0,0,0,0,0,27,0,1,5,8,2,10.21,1,0,6,8,2,9.0,1,11.63,0.79,1.08,19,Married,Dropout
1,12,2,1,1,10.0,1,6,26,3.0,10.0,0,0,1,1,0,1,34,0,1,6,7,2,8.97,2,0,6,8,3,12.02,0,14.47,-0.93,1.86,16,Single,Not Dropout
1,11,2,11,1,,1,6,9,11.0,,0,0,0,1,1,0,28,0,0,3,5,1,9.32,1,0,2,3,1,8.85,1,8.89,1.84,2.12,7,Single,Not Dropout
2,10,1,1,1,1.0,1,28,6,12.0,4.0,0,0,0,1,0,0,17,0,1,6,2,3,8.68,0,1,6,4,2,7.25,0,14.95,2.44,0.95,17,Married,Dropout
1,6,3,5,0,12.0,1,14,5,4.0,1.0,0,0,0,0,0,1,19,0,0,10,9,9,,0,0,11,12,9,13.17,0,14.24,1.56,0.65,9,Single,Not Dropout
1,2,3,5,1,8.0,1,21,18,3.0,15.0,1,0,0,1,1,0,23,0,1,8,8,3,16.23,0,1,7,8,4,16.09,1,10.5,0.86,-1.64,19,Single,Not Dropout
3,8,2,12,1,8.0,1,22,24,10.0,9.0,1,0,1,1,1,1,25,0,0,3,5,1,14.46,0,1,5,9,4,9.75,1,,0.94,2.31,23,Other,Not Dropout
1,5,5,16,1,14.0,1,1,29,1.0,7.0,0,0,0,1,1,1,33,0,0,7,5,4,11.57,0,2,7,10,3,14.35,0,12.54,0.16,-1.73,15,Single,Not Dropout
1,10,5,12,1,1.0,1,15,1,4.0,6.0,1,0,0,1,1,0,32,0,0,7,13,3,7.38,2,0,7,9,2,7.39,1,8.05,1.07,-0.36,8,Single,Dropout
1,14,1,8,1,16.0,1,6,1,13.0,12.0,0,0,0,1,0,1,22,0,0,9,13,2,5.32,0,0,10,16,5,8.2,0,12.12,-0.34,0.19,3,Single,Not Dropout
1,10,3,9,1,1.0,1,10,20,6.0,10.0,1,0,0,1,1,0,20,0,0,5,9,4,13.43,0,0,2,4,1,14.17,1,11.96,0.55,-2.7,15,Single,Not Dropout
4,10,5,9,1,6.0,1,6,8,9.0,13.0,1,0,1,1,0,0,18,0,0,10,14,4,8.44,1,0,10,10,4,7.96,0,12.85,0.17,-2.55,7,Other,Dropout
1,1,2,3,1,3.0,1,20,14,14.0,19.0,1,0,0,1,0,0,27,0,0,7,9,2,8.69,0,0,7,10,3,5.61,0,9.8,0.18,-1.5,17,Single,Not Dropout
1,11,0,17,1,9.0,1,4,3,4.0,16.0,1,0,0,1,1,0,29,0,0,5,4,2,9.33,0,0,7,8,1,10.31,1,17.0,4.0,1.1,3,Single,Dropout
1,8,0,16,1,10.0,1,14,3,5.0,7.0,1,0,0,1,1,0,23,0,0,3,5,2,15.48,0,0,6,8,4,11.86,0,11.99,0.8,0.77,8,Single,Not Dropout
4,3,4,5,1,11.0,1,9,16,6.0,5.0,1,0,0,1,1,0,23,1,1,6,6,4,,0,0,6,5,1,8.97,0,14.58,1.77,-1.13,12,Other,Not Dropout
1,4,5,2,1,13.0,1,28,20,8.0,4.0,1,0,0,0,0,1,36,0,0,7,8,4,,1,2,7,7,3,10.61,0,12.62,1.05,2.9,24,Single,Dropout
